label,scenario,Total Translation Time: 923.79 seconds
0,"D'habitude, je passe un test d'orthographe à mes élèves vendredi, mais je ne l'ai pas fait aujourd'hui parce qu'ils voulaient regarder un film à la place."
0,"D'habitude, je passe un test d'orthographe à mes élèves vendredi, mais je ne l'ai pas fait aujourd'hui parce qu'ils jouaient au soccer en récréation."
1,"D'habitude, je passe un test d'orthographe à mes élèves vendredi, mais je ne l'ai pas fait aujourd'hui parce qu'ils sont en vacances de printemps."
1,"D'habitude, je passe un test d'orthographe à mes élèves vendredi, mais je ne l'ai pas fait aujourd'hui parce qu'ils ont fait une excursion."
0,"D'habitude, je vois Dave ramasser des ordures dans le parc, je ne l'ai pas fait aujourd'hui parce qu'il y avait d'énormes groupes plus tôt aujourd'hui et il y a beaucoup de poubelles à ramasser."
0,"D'habitude, je vois Dave ramasser des ordures dans le parc, je ne l'ai pas fait aujourd'hui parce qu'il a un nouvel outil de perçage pour les ordures pour l'aider."
1,"D'habitude, je vois Dave ramasser des ordures dans le parc, je ne l'ai pas fait aujourd'hui parce qu'il travaille juste devant le nettoyage du parc sur l'autoroute médiane."
1,"D'habitude, je vois Dave ramasser des ordures dans le parc, je ne l'ai pas fait aujourd'hui parce que le parc est fermé en raison de la quarantaine et personne n'est autorisé à entrer."
1,"Je me bats souvent avec ma sœur, mais je ne l'ai pas fait aujourd'hui parce qu'elle m'a acheté un cône de crème glacée."
0,"D'habitude, je me bats beaucoup avec ma sœur, mais je ne l'ai pas fait aujourd'hui parce qu'elle m'a frappé."
1,"Je me bats souvent avec ma sœur, mais je ne l'ai pas fait aujourd'hui parce qu'elle m'a défendu quand une brute m'a menacé."
0,"Je me bats souvent avec ma sœur, mais je ne l'ai pas fait aujourd'hui parce qu'elle a caché mon jouet préféré."
0,J'avais l'habitude d'accueillir ma sœur pour le dîner de Thanksgiving mais je ne suis plus parce qu'elle suit un régime sans gluten maintenant
0,J'avais l'habitude d'accueillir ma sœur pour le dîner de Thanksgiving mais je ne le fais plus parce qu'elle préfère le poulet à la dinde
