label,scenario,Total Translation Time: 798.60 seconds
0,"Normalerweise gebe ich meinen Schülern am Freitag einen Schreibtest, aber ich tat es heute nicht, weil sie stattdessen einen Film sehen wollten."
0,"Normalerweise gebe ich meinen Schülern am Freitag einen Schreibprüfung, aber ich habe es heute nicht getan, weil sie in der Pause Fußball gespielt haben."
1,"Ich gebe meinen Schülern normalerweise am Freitag einen Schreibtest, aber ich habe es heute nicht getan, weil sie im Frühling sind."
1,"Normalerweise gebe ich meinen Schülern am Freitag einen Schreibprüfung, aber ich tat es heute nicht, weil sie auf einer Exkursion waren."
0,"Normalerweise sehe ich Dave Müll im Park abholen, ich habe es heute nicht getan, weil es heute schon riesige Gruppen gab und es eine Menge Müll zu holen gibt."
0,"Normalerweise sehe ich Dave Müll im Park abholen, ich habe es heute nicht getan, weil er ein neues Piercing-Tool für Müll hat, um ihm zu helfen."
1,"Normalerweise sehe ich Dave Müll im Park abholen, ich habe es heute nicht getan, weil er gerade vor der Parkreinigung auf dem Highway Median arbeitet."
1,"Normalerweise sehe ich Dave Müll im Park abholen, ich habe es heute nicht getan, weil der Park wegen Quarantäne geschlossen ist und niemand darf rein."
1,"Normalerweise kämpfe ich oft mit meiner Schwester, aber heute nicht, weil sie mir einen Eiskegel gekauft hat."
0,"Normalerweise kämpfe ich oft mit meiner Schwester, aber heute nicht, weil sie mich verprügelt hat."
1,"Ich kämpfe normalerweise viel mit meiner Schwester, aber ich tat es heute nicht, weil sie sich für mich einsetzte, als ein Tyrann mich bedrohte."
0,"Normalerweise kämpfe ich oft mit meiner Schwester, aber heute nicht, weil sie mein Lieblingsspielzeug versteckt hat."
0,"Ich habe meine Schwester für Thanksgiving Abendessen Gastgeber, aber ich nicht mehr, weil sie folgt eine glutenfreie Ernährung jetzt"
0,"Ich habe meine Schwester für Thanksgiving Abendessen Gastgeber, aber ich nicht mehr, weil sie lieber Huhn Truthahn"
1,"Ich habe meine Schwester immer zum Thanksgiving-Dinner eingeladen, aber ich weiß es nicht mehr, weil sie jetzt auf der ganzen Welt lebt."
1,"Ich habe meine Schwester immer zum Thanksgiving-Dinner eingeladen, aber ich weiß es nicht mehr, weil sie jetzt zum Thanksgiving zu ihrem Mann geht."
0,"Normalerweise tröste ich meine Freundin, wenn sie traurig ist, aber ich habe es heute nicht getan, weil ihre Mutter vor einer Woche gestorben ist und nicht darüber hinwegkommt."
0,"Normalerweise tröste ich meine Freundin, wenn sie traurig ist, aber ich habe es heute nicht getan, weil sie sagte, dass meine dummen Witze unangemessen sind."
1,"Normalerweise tröste ich meine Freundin, wenn sie traurig ist, aber ich tat es heute nicht, weil sie allein gelassen werden wollte, um Zeit für sich selbst zu haben."
1,"Normalerweise tröste ich meine Freundin, wenn sie traurig ist, aber ich tat es heute nicht, weil sie mit mir Schluss gemacht hat und mich nie wieder sehen wollte."
1,"Ich nehme meine Familie normalerweise mit zum Kürbispflaster, um einen Kürbis im Oktober zu bekommen, aber ich nahm meinen Mann letztes Jahr nicht mit, weil er Heu nicht mag."
0,"Normalerweise nehme ich meine Familie mit zum Kürbispflaster, um im Oktober einen Kürbis zu bekommen, aber ich nahm meinen Mann letztes Jahr nicht mit, weil er auf den Boden spuckte."
1,"Ich nehme meine Familie normalerweise mit zum Kürbispflaster, um einen Kürbis im Oktober zu bekommen, aber ich habe meinen Mann letztes Jahr nicht mitgenommen, weil er auf einem Arbeitsausflug aus der Stadt war."
1,"Normalerweise nehme ich meine Familie mit zum Kürbispflaster, um im Oktober einen Kürbis zu bekommen, aber ich habe meinen Mann letztes Jahr nicht mitgenommen, weil er arbeiten musste und nicht mit uns kommen konnte."
1,"Ich bin berechtigt, einen Vortrag von meinem Arzt zu erwarten, da ich eine Menge Kartoffelchips gegessen habe."
1,"Ich bin berechtigt, Lob von meinem Arzt zu erwarten, da ich viel Obst und Gemüse gegessen habe."
0,"Ich bin berechtigt, einen Vortrag von meinem Arzt zu erwarten, da ich viel Obst und Gemüse gegessen habe."
0,"Ich bin berechtigt, einen Vortrag von meinem Postboten zu erwarten, da ich eine Menge Kartoffelchips gegessen habe."
1,"Ich kaufe normalerweise meine Frau Schmuck zu Weihnachten, aber ich tat nicht dieses Jahr, weil sie eine neue Kaffeemaschine wollte"
0,"Ich kaufe normalerweise meine Frau Schmuck zu Weihnachten, aber ich tat nicht dieses Jahr, weil sie unsere Freunde zum Heiligabend Abendessen einladen wollte"
1,"Ich kaufe normalerweise meine Frau Schmuck zu Weihnachten, aber ich tat nicht dieses Jahr, weil sie wollte, dass ich eine große gemeinnützige Spende anstelle ihres Geschenks zu machen"
0,"Ich kaufe normalerweise meine Frau Schmuck zu Weihnachten, aber ich tat nicht dieses Jahr, weil sie eine Pizza zum Abendessen wollte"
0,"Normalerweise beginne ich ein Gespräch mit meinem Nachbarn, wenn ich ihn auf der Straße vorbeifahre, aber ich tat es heute nicht, weil er seinen Hund zu Hause gelassen hat."
1,"Normalerweise beginne ich ein Gespräch mit meinem Nachbarn, wenn ich ihn auf der Straße vorbeifahre, aber ich habe es heute nicht getan, weil er seine Stimme beim Fußballspiel verloren hat."
1,"Normalerweise beginne ich ein Gespräch mit meinem Nachbarn, wenn ich ihn auf der Straße vorbeifahre, aber ich tat es heute nicht, weil er mit seiner Frau telefonierte."
0,"Normalerweise beginne ich ein Gespräch mit meinem Nachbarn, wenn ich ihn auf der Straße vorbeifahre, aber ich tat es heute nicht, weil er eine Baseballmütze trug."
1,"Ich verdiene eine Limousine vom Autohändler, weil ich ihn für eine sehr schöne Limousine bezahlt habe."
1,"Ich verdiene eine komfortable Fahrt in meiner Limousine durch den Autohändler, weil ich ihn für eine sehr schöne Limousine bezahlt habe."
0,"Ich verdiene Zookarten vom Autohändler, weil ich ihm eine sehr schöne Limousine bezahlt habe."
0,"Ich verdiene ein Museumsticket vom Autohändler, weil ich ihn für eine sehr schöne Limousine bezahlt habe."
0,"Ich ging immer ans Telefon, wenn mein Bruder anrief, aber ich hörte auf, weil er sagte, er hätte einen Notfall."
0,"Ich ging immer ans Telefon, wenn mein Bruder anrief, aber ich hörte auf, weil er Telefonpläne umstellte, um unbegrenzte Daten zu haben."
1,"Ich ging immer ans Telefon, wenn mein Bruder anrief, aber ich hörte auf, weil er ständig um Geld bat."
1,"Ich ging immer ans Telefon, wenn mein Bruder anrief, aber ich hörte auf, weil seine Anrufe immer Streiche waren."
